"","X","trans_date_trans_time","merchant","category","amt","gender","city","state","city_pop","job","dob","is_fraud","logamt"
"7184",1097301,"2020-03-31 21:38:39","fraud_Koss, McLaughlin and Mayer","food_dining",26.48,"F","Florence","MS",19685,"Fine artist","1984-12-24",0,3.27638973106881
"7185",700061,"2019-10-26 08:45:27","fraud_Mraz-Herzog","gas_transport",42.57,"F","Pembroke Township","IL",2135,"Psychotherapist, child","2004-05-08",0,3.75114977984006
"7186",808451,"2019-12-06 16:10:57","fraud_Brown-Greenholt","entertainment",31.1,"F","Brownville","NY",1271,"Producer, radio","1958-08-14",0,3.43720781918519
"7187",748746,"2019-11-16 18:54:25","fraud_Lubowitz, Terry and Stracke","personal_care",11.59,"F","Albuquerque","NM",641349,"Civil Service administrator","1976-04-11",0,2.45014265735166
"7188",1225146,"2020-05-26 14:56:58","fraud_Stoltenberg-Beatty","shopping_pos",3.74,"F","Plainfield","NJ",71485,"Leisure centre manager","1974-07-19",0,1.31908561142644
"7189",149068,"2019-03-21 17:04:08","fraud_Cole, Hills and Jewess","home",22.66,"M","Freedom","WY",471,"Education officer, museum","1967-08-02",0,3.12060125559986
"7190",153050,"2019-03-23 14:36:28","fraud_Labadie, Treutel and Bode","shopping_net",27.91,"F","Bellmore","NY",34496,"Librarian, public","1970-10-21",0,3.32898504754823
"7191",633931,"2019-09-27 01:58:33","fraud_Schultz, Simonis and Little","grocery_pos",87.18,"M","Pointe Aux Pins","MI",95,"Electrical engineer","1994-02-09",0,4.46797494681025
"7192",737258,"2019-11-11 02:24:22","fraud_Jacobi and Sons","shopping_pos",1.79,"M","Whittemore","IA",912,"Optometrist","1968-05-16",0,0.582215619852664
"7193",1039330,"2020-03-07 09:02:18","fraud_Kuvalis Ltd","gas_transport",55.28,"F","Barnard","SD",63,"Systems developer","1969-10-30",0,4.01241117945941
"7194",144393,"2019-03-18 21:50:37","fraud_Cartwright PLC","kids_pets",33.03,"F","Mansfield","OH",92985,"Press photographer","1968-05-29",0,3.4974162394027
"7195",922769,"2019-12-31 08:44:08","fraud_Medhurst PLC","shopping_net",2.61,"M","Holloway","OH",128,"Child psychotherapist","1946-04-03",0,0.959350221334602
"7196",719421,"2019-11-03 13:32:15","fraud_Fahey Inc","kids_pets",97.86,"M","North Judson","IN",5791,"Doctor, general practice","1959-10-07",0,4.58353788586098
"7197",505240,"2019-08-07 12:15:25","fraud_Bernhard, Grant and Langworth","shopping_pos",4,"F","Texarkana","AR",36438,"Surgeon","1985-04-15",0,1.38629436111989
"7198",714688,"2019-11-01 17:47:45","fraud_Graham, Hegmann and Hammes","food_dining",44.73,"F","Lanark Village","FL",217,"Television production assistant","1990-01-24",0,3.80064441744476
"7199",727799,"2019-11-07 06:36:58","fraud_Osinski, Ledner and Leuschke","grocery_pos",134.9,"F","Unionville","MO",3805,"Investment banker, corporate","1950-09-15",0,4.90453376321371
"7200",236487,"2019-04-28 22:49:37","fraud_Leffler-Goldner","personal_care",36.82,"M","Lolita","TX",911,"Archaeologist","1970-01-18",0,3.60604117580493
"7201",195704,"2019-04-11 03:22:05","fraud_Zieme, Bode and Dooley","gas_transport",89.68,"F","Mound City","MO",1631,"Architect","1953-01-20",0,4.4962477787639
"7202",438009,"2019-07-14 16:54:05","fraud_Kihn-Schuster","food_dining",36.57,"F","Westerville","NE",73,"Product designer","1935-02-10",0,3.59922823216129
"7203",77897,"2019-02-15 21:48:20","fraud_Schiller Ltd","personal_care",29.08,"F","Mountain Park","OK",540,"Research scientist (life sciences)","1983-10-12",0,3.37005065266532
"7204",365270,"2019-06-18 09:17:46","fraud_Schoen, Kuphal and Nitzsche","grocery_pos",134.91,"M","Rock Tavern","NY",2258,"Building surveyor","1937-03-17",0,4.90460788945073
"7205",668157,"2019-10-12 07:20:19","fraud_Hills-Witting","shopping_net",245.4,"M","Parsonsfield","ME",1892,"Audiological scientist","1956-03-02",0,5.50288953227681
"7206",86322,"2019-02-20 03:23:41","fraud_Schaefer, Maggio and Daugherty","gas_transport",69.11,"F","Stirling","NJ",2307,"Science writer","1969-09-11",0,4.2356994381033
"7207",129779,"2019-03-12 14:03:51","fraud_Mohr-Bayer","shopping_net",9.31,"M","Port Charlotte","FL",79008,"Quantity surveyor","1984-08-31",0,2.23108909128898
"7208",511832,"2019-08-10 06:28:55","fraud_Cartwright-Harris","grocery_pos",178.34,"F","De Soto","KS",5760,"Chief Executive Officer","1978-10-01",0,5.18369184070673
"7209",782933,"2019-11-30 20:54:24","fraud_Kutch-Ferry","home",49.17,"F","Littleton","CO",320420,"Water engineer","1975-07-31",0,3.89528368142385
"7210",822187,"2019-12-09 02:27:56","fraud_Miller-Hauck","grocery_pos",89.83,"M","Norman","AR",1383,"Magazine features editor","1966-08-08",0,4.49791899524112
"7211",484981,"2019-07-31 07:10:09","fraud_Dooley-Thompson","misc_net",19.52,"M","Northport","NY",21902,"Tour manager","1976-05-16",0,2.97143958098495
"7212",94936,"2019-02-25 16:36:01","fraud_Dooley-Thompson","misc_net",14.77,"M","Lake Jackson","TX",28739,"Futures trader","1999-12-27",0,2.69259809654329
"7213",750941,"2019-11-17 13:31:01","fraud_Kuhic, Bins and Pfeffer","shopping_net",2.64,"F","Florence","MS",19685,"Fine artist","1984-12-24",0,0.970778917158225
"7214",1023491,"2020-02-28 01:27:29","fraud_Turner, Ziemann and Lehner","food_dining",57.05,"F","Stayton","OR",9587,"Engineer, biomedical","1968-03-24",0,4.04392807630808
"7215",730924,"2019-11-08 21:55:32","fraud_Dach-Nader","misc_net",109.21,"F","Ranier","MN",136,"Ceramics designer","2000-02-20",0,4.69327263420964
"7216",951654,"2020-01-16 23:56:33","fraud_Kulas Group","health_fitness",58.67,"F","Bradley","SC",1523,"Research scientist (physical sciences)","1984-06-03",0,4.07192852293777
"7217",90563,"2019-02-23 11:52:08","fraud_Bahringer-Streich","food_dining",19.24,"F","West Palm Beach","FL",459921,"Historic buildings inspector/conservation officer","1960-06-14",0,2.95699144523756
"7218",667076,"2019-10-11 19:40:37","fraud_Schaefer Ltd","kids_pets",205.86,"M","Zavalla","TX",2836,"Designer, jewellery","1985-12-03",0,5.32719632609841
"7219",797937,"2019-12-03 15:25:36","fraud_Erdman-Schaden","personal_care",18.25,"F","Ruidoso","NM",8874,"Licensed conveyancer","2000-08-16",0,2.9041650800285
"7220",354981,"2019-06-15 13:15:45","fraud_Erdman-Ebert","personal_care",153.8,"F","Holcomb","KS",2691,"Arboriculturist","1993-08-16",0,5.03565305707154
"7221",1209542,"2020-05-20 13:25:19","fraud_Crona and Sons","kids_pets",4.83,"F","Garrattsville","NY",165,"Naval architect","1945-09-20",0,1.57484646766448
"7222",727591,"2019-11-07 03:03:21","fraud_Kuhn LLC","misc_net",7.25,"F","Fulton","SD",355,"Financial adviser","1955-06-26",0,1.98100146886658
"7223",457646,"2019-07-21 17:14:44","fraud_Hilpert-Conroy","kids_pets",80.65,"M","Washington","DC",601723,"Optician, dispensing","1970-07-20",0,4.39011880457122
"7224",794525,"2019-12-02 18:34:13","fraud_Konopelski, Schneider and Hartmann","food_dining",85.63,"F","Henderson","WV",642,"Building services engineer","1946-08-30",0,4.4500356890381
"7225",873586,"2019-12-21 03:53:32","fraud_Osinski, Ledner and Leuschke","grocery_pos",190.12,"F","Independence","MO",123373,"Engineer, production","1992-11-27",0,5.24765545174581
"7226",78140,"2019-02-16 01:27:48","fraud_Ferry, Lynch and Kautzer","misc_net",5.55,"F","Dell City","TX",579,"Hydrogeologist","1945-11-26",0,1.71379792775834
"7227",715627,"2019-11-02 04:13:02","fraud_Mosciski, Gislason and Mertz","grocery_pos",104.16,"M","Greenview","CA",308,"Call centre manager","1958-09-20",0,4.64592817846026
"7228",422748,"2019-07-08 19:45:58","fraud_Boyer PLC","shopping_net",8.47,"F","Munith","MI",2523,"Geophysicist/field seismologist","1988-03-21",0,2.13653050866396
"7229",33147,"2019-01-20 18:58:52","fraud_Grimes LLC","entertainment",42.97,"F","Jordanville","NY",824,"Travel agency manager","1985-09-01",0,3.7605021977869
"7230",24430,"2019-01-15 03:56:38","fraud_Reichert, Huels and Hoppe","shopping_net",85.24,"M","Shippingport","PA",198,"Secretary/administrator","1978-10-26",0,4.44547080723042
"7231",1088737,"2020-03-28 23:59:52","fraud_Douglas-White","entertainment",42.43,"F","Redford","MO",241,"Investment analyst","1974-10-27",0,3.74785565921423
"7232",472781,"2019-07-27 12:27:35","fraud_Zemlak, Tillman and Cremin","personal_care",16.61,"M","Harrington Park","NJ",4664,"Radiographer, diagnostic","1965-06-30",0,2.8100049236252
"7233",894365,"2019-12-25 08:54:44","fraud_Moen, Reinger and Murphy","grocery_pos",100.57,"F","Colton","WA",761,"Chief Marketing Officer","1943-06-30",0,4.61085400245639
"7234",583568,"2019-09-04 13:55:35","fraud_Pfeffer and Sons","shopping_pos",4.72,"F","Hinesburg","VT",4542,"Claims inspector/assessor","1998-03-19",0,1.55180879959746
"7235",483195,"2019-07-30 10:11:15","fraud_Friesen-Stamm","gas_transport",76.2,"F","Paradise Valley","AZ",17047,"Building surveyor","1935-01-29",0,4.3333614626926
"7236",1283986,"2020-06-16 08:19:44","fraud_Heller, Gutmann and Zieme","grocery_pos",62.12,"M","Romulus","MI",31515,"Police officer","1971-11-05",0,4.12906799828049
"7237",636276,"2019-09-28 07:14:17","fraud_Bahringer, Schoen and Corkery","shopping_pos",79.6,"F","Cascade Locks","OR",1288,"Barrister","1936-05-01",0,4.37701409285034
"7238",445576,"2019-07-17 08:04:34","fraud_Kunze Inc","grocery_pos",118.76,"M","Comfrey","MN",914,"Health and safety adviser","1944-07-26",0,4.77710464989556
"7239",818300,"2019-12-08 13:49:48","fraud_Connelly-Carter","home",48.67,"M","Kensington","MD",19054,"Operations geologist","1976-09-08",0,3.88506282384536
"7240",394991,"2019-06-29 18:10:00","fraud_Streich, Rolfson and Wilderman","kids_pets",23.54,"M","Holloway","OH",128,"Child psychotherapist","1946-04-03",0,3.15870110183213
"7241",1232124,"2020-05-29 14:48:41","fraud_Lowe, Dietrich and Erdman","kids_pets",120.62,"F","Topeka","KS",163415,"Secondary school teacher","2004-12-30",0,4.79264510802284
"7242",337366,"2019-06-09 02:51:51","fraud_Turcotte, McKenzie and Koss","entertainment",8.78,"M","Burke","VA",43102,"Health visitor","1950-11-27",0,2.17247640764703
"7243",335593,"2019-06-08 15:39:22","fraud_Romaguera, Wehner and Tromp","kids_pets",123.35,"F","Phil Campbell","AL",5778,"Engineer, aeronautical","1952-12-05",0,4.81502584297537
"7244",1290739,"2020-06-19 02:34:51","fraud_Conroy Ltd","shopping_pos",4.58,"M","Turner","MT",192,"Further education lecturer","1964-01-04",0,1.52169899812609
"7245",935120,"2020-01-06 18:20:38","fraud_Kuphal-Toy","food_dining",71.43,"F","Roma","TX",18128,"IT trainer","1990-11-07",0,4.26871794916688
"7246",427923,"2019-07-11 04:40:13","fraud_Olson, Becker and Koch","gas_transport",62.06,"M","Lonsdale","MN",5211,"Chief Strategy Officer","1987-01-27",0,4.12810165902023
"7247",1110655,"2020-04-06 23:49:01","fraud_Hammes-Beatty","kids_pets",72.99,"M","Cecilton","MD",663,"Podiatrist","1969-01-14",0,4.29032244546354
"7248",636268,"2019-09-28 07:08:13","fraud_Turcotte-Halvorson","misc_pos",30.48,"M","Fort Washakie","WY",1645,"Freight forwarder","1976-02-26",0,3.41707073081845
"7249",1273301,"2020-06-13 03:02:45","fraud_Friesen-D'Amore","gas_transport",116.77,"F","Phil Campbell","AL",5778,"Engineer, aeronautical","1952-12-05",0,4.76020618808762
"7250",228878,"2019-04-25 22:42:36","fraud_Abbott-Rogahn","entertainment",4.74,"M","Espanola","NM",18408,"Historic buildings inspector/conservation officer","1972-07-18",0,1.55603713570699
"7251",143679,"2019-03-18 17:20:48","fraud_Schuppe, Nolan and Hoeger","shopping_pos",8.01,"F","Burbank","WA",3684,"Musician","1981-11-29",0,2.08069076108027
"7252",1153317,"2020-04-26 10:38:49","fraud_Rodriguez Group","gas_transport",71.73,"M","Wauchula","FL",14742,"Teaching laboratory technician","1993-02-26",0,4.27290907013834
"7253",154718,"2019-03-24 03:12:50","fraud_Prohaska-Murray","gas_transport",73.87,"F","Port Gibson","NY",207,"Database administrator","1962-09-27",0,4.30230679154065
"7254",1177014,"2020-05-06 00:07:24","fraud_Bednar Group","misc_net",7.26,"M","Chester","MD",5848,"Paediatric nurse","1981-02-15",0,1.9823798288367
"7255",618436,"2019-09-20 08:56:50","fraud_Lebsack and Sons","misc_net",8.97,"M","Romulus","MI",31515,"Police officer","1971-11-05",0,2.1938856760707
"7256",857996,"2019-12-16 19:26:00","fraud_Terry-Huel","shopping_net",6.61,"F","Brunson","SC",1725,"Social researcher","1974-12-05",0,1.8885836538636
"7257",189441,"2019-04-08 01:50:18","fraud_Corwin-Collins","gas_transport",46.8,"M","Oxford","MI",24840,"Agricultural consultant","1960-01-20",0,3.8458832029236
"7258",809536,"2019-12-06 21:59:29","fraud_Schoen, Nienow and Bauch","personal_care",85.65,"F","Sebring","FL",50835,"Environmental consultant","1986-01-30",0,4.45026922477013
"7259",257016,"2019-05-08 00:04:22","fraud_Pacocha-O'Reilly","grocery_pos",109.13,"M","Andrews","IN",2304,"Retail banker","1955-07-25",0,4.692539832125
"7260",96854,"2019-02-26 13:10:40","fraud_Lubowitz-Walter","kids_pets",57.27,"F","Philadelphia","PA",1526206,"Structural engineer","1985-01-01",0,4.04777692640577
"7261",1213819,"2020-05-22 23:55:15","fraud_Shields-Wunsch","health_fitness",21.1,"M","Falmouth","MI",1126,"Furniture designer","1955-07-06",0,3.04927304048202
"7262",556325,"2019-08-25 15:20:17","fraud_Schroeder, Wolff and Hermiston","travel",9.96,"M","Norwalk","CA",105549,"Firefighter","1973-09-22",0,2.29857707159651
"7263",118322,"2019-03-08 01:56:48","fraud_Kutch LLC","gas_transport",69.35,"M","Atlantic","VA",741,"Geologist, engineering","1986-08-17",0,4.23916614676084
"7264",1146907,"2020-04-22 21:56:24","fraud_Adams-Barrows","health_fitness",58.16,"M","Key West","FL",32891,"Town planner","1987-02-13",0,4.06319783322526
"7265",976512,"2020-01-31 16:36:57","fraud_Pacocha-Bauch","shopping_pos",8.31,"M","Winthrop","ME",6025,"Advertising account planner","1995-04-22",0,2.11745960886736
"7266",881323,"2019-12-22 13:40:44","fraud_Effertz LLC","entertainment",76.94,"M","Athena","OR",1302,"Dealer","1976-10-18",0,4.34302589732415
"7267",1264324,"2020-06-09 11:22:42","fraud_Emard Inc","gas_transport",75.21,"M","Sprague","NE",142,"Chiropodist","1967-08-24",0,4.32028420083831
"7268",748548,"2019-11-16 17:22:48","fraud_Windler LLC","kids_pets",48.12,"F","Sixes","OR",217,"Retail merchandiser","1928-10-01",0,3.87369789110648
"7269",1262480,"2020-06-08 21:54:34","fraud_Weimann, Kuhic and Beahan","shopping_pos",175.1,"F","Edisto Island","SC",2408,"Sales professional, IT","1997-07-05",0,5.16535723929181
"7270",868721,"2019-12-19 20:49:51","fraud_Emmerich-Rau","personal_care",5.67,"F","Coyle","OK",1493,"Amenity horticulturist","1985-03-21",0,1.73518911773966
"7271",235813,"2019-04-28 18:34:19","fraud_Hills-Boyer","personal_care",12.48,"F","Oolitic","IN",1228,"Counsellor","1991-03-13",0,2.52412736294128
"7272",944743,"2020-01-12 18:38:09","fraud_Ruecker-Mayert","kids_pets",5.22,"M","Monetta","SC",1514,"Chief Strategy Officer","1966-12-15",0,1.65249740189455
"7273",1247024,"2020-06-03 02:20:20","fraud_Kohler, Lindgren and Koelpin","grocery_net",46.3,"F","North Wilkesboro","NC",21134,"Dispensing optician","1984-03-06",0,3.83514196109219
"7274",116847,"2019-03-07 08:43:34","fraud_Metz-Boehm","shopping_pos",2.18,"M","Springfield","VA",104396,"Production engineer","1950-11-20",0,0.779324876800998
"7275",1224262,"2020-05-26 09:29:24","fraud_Hermann and Sons","shopping_pos",8.99,"M","Orient","NY",743,"Video editor","1968-09-19",0,2.19611284848353
"7276",432166,"2019-07-12 23:19:46","fraud_Kling, Howe and Schneider","home",51.57,"F","Rule","TX",932,"Physicist, medical","1954-12-10",0,3.94294010806287
"7277",295570,"2019-05-25 11:10:19","fraud_Smitham-Schiller","grocery_net",40.13,"F","Littleton","CO",320420,"Water engineer","1975-07-31",0,3.69212418427883
"7278",20583,"2019-01-13 13:07:42","fraud_Eichmann, Hayes and Treutel","travel",6.29,"F","Keisterville","PA",184,"Systems developer","1945-11-04",0,1.83896107071235
"7279",1032318,"2020-03-03 15:05:31","fraud_Feil-Morar","health_fitness",18.31,"M","Cecilton","MD",663,"Podiatrist","1969-01-14",0,2.90744735868642
"7280",621065,"2019-09-21 13:52:58","fraud_Streich, Rolfson and Wilderman","kids_pets",60.92,"F","Knoxville","TN",391389,"Designer, industrial/product","1994-04-22",0,4.10956152802696
"7281",1014286,"2020-02-22 18:16:47","fraud_Stoltenberg-Beatty","shopping_pos",813.73,"F","Saint Amant","LA",10076,"Surveyor, rural practice","1977-12-16",0,6.70162861564778
"7282",109568,"2019-03-03 21:25:23","fraud_Hauck, Dietrich and Funk","kids_pets",53.44,"M","Schaefferstown","PA",823,"Gaffer","1982-07-02",0,3.97855952922839
"7283",543565,"2019-08-20 19:09:10","fraud_Stark-Koss","home",84.51,"F","Ronceverte","WV",4575,"Statistician","1991-10-22",0,4.43686987055639
"7284",403973,"2019-07-02 02:59:40","fraud_Nitzsche, Kessler and Wolff","shopping_pos",187.03,"F","Fulton","SD",355,"Financial adviser","1955-06-26",0,5.23126903179491
"7285",683075,"2019-10-18 21:08:50","fraud_Lubowitz, Terry and Stracke","personal_care",55.17,"F","Jelm","WY",100,"Public librarian","1974-04-16",0,4.01041932728434
"7286",581685,"2019-09-03 08:23:49","fraud_Price Inc","shopping_net",3.45,"F","Lahoma","OK",1078,"Programme researcher, broadcasting/film/video","1952-07-06",0,1.23837423104327
"7287",1180443,"2020-05-08 02:43:23","fraud_Goyette, Howell and Collier","shopping_pos",4.65,"F","Monitor","WA",584,"Medical technical officer","1969-03-20",0,1.53686721959926
"7288",575566,"2019-09-01 11:58:05","fraud_Pouros-Haag","shopping_pos",7.48,"F","Whigham","GA",3430,"Editor, commissioning","1950-03-25",0,2.01223279198639
"7289",436311,"2019-07-14 06:23:29","fraud_Dooley Inc","shopping_pos",9.25,"M","Cuyahoga Falls","OH",47772,"Equities trader","1966-01-04",0,2.22462355152433
"7290",954619,"2020-01-18 18:57:01","fraud_Ziemann-Waters","health_fitness",92.6,"M","Keller","TX",95035,"Probation officer","1987-06-13",0,4.52828914165213
"7291",135559,"2019-03-15 20:49:46","fraud_Runte, Green and Emard","health_fitness",40.62,"F","Logan","IL",324,"Scientist, research (physical sciences)","1976-06-15",0,3.70426055615224
"7292",1248936,"2020-06-04 02:55:24","fraud_Schmitt Inc","gas_transport",74.07,"F","Moro","IL",2401,"Buyer, industrial","1972-01-03",0,4.3050105920252
"7293",819554,"2019-12-08 17:42:45","fraud_Hauck, Dietrich and Funk","kids_pets",170.25,"F","Marathon","TX",498,"Lexicographer","1990-11-23",0,5.13726794502962
"7294",30026,"2019-01-18 20:14:09","fraud_Abbott-Rogahn","entertainment",15.41,"M","Port Costa","CA",198,"Armed forces training and education officer","1959-03-31",0,2.73501664933202
"7295",573275,"2019-08-31 20:14:57","fraud_Ruecker, Beer and Collier","shopping_net",3.98,"F","North Loup","NE",509,"Nurse, children's","1980-09-15",0,1.38128181929635
"7296",765215,"2019-11-23 23:53:54","fraud_Klein Group","entertainment",42.82,"F","Whaleyville","MD",718,"Regulatory affairs officer","1985-03-19",0,3.75700528316154
"7297",367999,"2019-06-19 18:27:18","fraud_Boyer-Reichert","shopping_net",6.98,"F","Sheffield","MA",2121,"Radio producer","1973-10-14",0,1.94304891677428
"7298",139853,"2019-03-17 12:31:41","fraud_Heaney-Marquardt","entertainment",46.76,"M","Halma","MN",140,"Embryologist, clinical","1942-01-06",0,3.84502813660387
"7299",1207491,"2020-05-19 14:55:09","fraud_Gerhold LLC","home",82.13,"M","Dumont","CO",565,"Mental health nurse","1978-08-27",0,4.4083033577521
"7300",1266733,"2020-06-09 23:53:56","fraud_Leffler-Goldner","personal_care",2.26,"F","San Jose","CA",973849,"Geoscientist","1997-01-18",0,0.815364813284194
"7301",489566,"2019-08-02 08:01:31","fraud_Wolf Inc","grocery_pos",101.38,"M","Margaretville","NY",1988,"Environmental health practitioner","1978-05-23",0,4.6188758330442
"7302",846274,"2019-12-14 21:55:07","fraud_Moore, Williamson and Emmerich","home",77.12,"M","West Green","GA",782,"Audiological scientist","1982-01-16",0,4.34536265030229
"7303",843530,"2019-12-14 11:36:29","fraud_Christiansen, Goyette and Schamberger","gas_transport",44.85,"F","Heart Butte","MT",743,"Water engineer","1972-05-04",0,3.8033235885048
"7304",746416,"2019-11-15 20:03:38","fraud_Kutch-Wilderman","home",80.32,"M","Lahoma","OK",1078,"Podiatrist","1989-10-06",0,4.38601865594342
"7305",151993,"2019-03-23 04:13:31","fraud_Howe Ltd","misc_pos",4.58,"M","Summerfield","NC",14075,"Buyer, industrial","1929-04-22",0,1.52169899812609
"7306",990857,"2020-02-08 22:52:31","fraud_Sawayn PLC","shopping_pos",1607.91,"F","Florence","MS",19685,"Fine artist","1984-12-24",0,7.38269047802327
"7307",70568,"2019-02-11 12:45:07","fraud_Bradtke, Torp and Bahringer","personal_care",42.81,"M","Jefferson","NY",1666,"Diagnostic radiographer","1968-07-01",0,3.75677172015685
"7308",1247181,"2020-06-03 04:51:02","fraud_Christiansen, Goyette and Schamberger","gas_transport",82.07,"M","Shippingport","PA",198,"Secretary/administrator","1978-10-26",0,4.40757254164162
"7309",1126154,"2020-04-13 20:35:07","fraud_Romaguera, Cruickshank and Greenholt","shopping_net",5.4,"F","Plantersville","AL",1412,"Drilling engineer","1970-11-20",0,1.68639895357023
"7310",215891,"2019-04-20 10:49:55","fraud_Harber Inc","gas_transport",35.85,"M","Washoe Valley","NV",4290,"Animal nutritionist","1989-12-10",0,3.57934356704563
"7311",844444,"2019-12-14 15:06:07","fraud_Koss, McLaughlin and Mayer","food_dining",67.25,"M","Saxon","WI",795,"Television/film/video producer","1986-04-15",0,4.20841701848195
"7312",149090,"2019-03-21 17:12:42","fraud_Lubowitz-Walter","kids_pets",35.57,"M","Coffeeville","MS",3451,"Financial trader","1984-05-19",0,3.57150258596036
"7313",301713,"2019-05-27 01:02:19","fraud_Zieme, Bode and Dooley","gas_transport",67.81,"M","Summerfield","NC",14075,"Buyer, industrial","1929-04-22",0,4.21670967669575
"7314",1122534,"2020-04-12 18:06:46","fraud_Swift PLC","kids_pets",48.79,"M","Premier","WV",337,"Advice worker","1986-10-17",0,3.88752537382775
"7315",1273078,"2020-06-13 00:03:48","fraud_Swaniawski, Lowe and Robel","shopping_pos",4.68,"F","Corsica","PA",1274,"Maintenance engineer","1949-03-20",0,1.54329810992956
"7316",140222,"2019-03-17 14:58:46","fraud_Swaniawski, Lowe and Robel","shopping_pos",8.39,"M","Greenville","OH",22930,"Media planner","1971-11-26",0,2.12704052047911
"7317",1097317,"2020-03-31 21:43:55","fraud_Waters-Cruickshank","health_fitness",78.96,"F","Lakeport","CA",11256,"Podiatrist","1972-10-18",0,4.36894139512523
"7318",627777,"2019-09-23 17:30:12","fraud_Fritsch and Sons","health_fitness",21.99,"F","Lowville","NY",8830,"Theme park manager","1991-03-29",0,3.09058780456667
"7319",147297,"2019-03-20 16:53:49","fraud_Shanahan-Lehner","personal_care",94,"F","Dubre","KY",341,"Insurance risk surveyor","1932-11-19",0,4.54329478227
"7320",392207,"2019-06-28 20:22:21","fraud_Schroeder, Wolff and Hermiston","travel",6.99,"M","Chester Heights","PA",348,"Management consultant","1945-05-05",0,1.94448055624572
"7321",267194,"2019-05-12 16:50:03","fraud_Lynch Ltd","shopping_pos",227.51,"M","Thida","AR",111,"Careers information officer","2000-06-13",0,5.42719419346892
"7322",23642,"2019-01-14 20:12:31","fraud_Baumbach, Strosin and Nicolas","shopping_pos",5.59,"M","Pittsburgh","PA",687276,"Scientist, marine","1973-10-19",0,1.72097928716701
"7323",555170,"2019-08-25 08:14:03","fraud_McDermott-Weimann","grocery_pos",146.61,"F","Rhame","ND",475,"Illustrator","1955-11-10",0,4.98777599995017
"7324",392442,"2019-06-28 22:28:00","fraud_Gleason-Macejkovic","shopping_net",6.91,"F","Hinesburg","VT",4542,"Claims inspector/assessor","1998-03-19",0,1.93296963777958
"7325",1126205,"2020-04-13 20:54:17","fraud_Bernier, Volkman and Hoeger","misc_net",46.88,"M","Lake Jackson","TX",28739,"Futures trader","1999-12-27",0,3.84759114526876
"7326",508771,"2019-08-08 23:37:31","fraud_Bahringer, Schoen and Corkery","shopping_pos",30.65,"M","Moriarty","NM",7268,"Therapist, art","1988-08-04",0,3.42263266238222
"7327",395311,"2019-06-29 20:02:18","fraud_Abshire PLC","entertainment",1.11,"F","Hahira","GA",10295,"Teacher, special educational needs","1997-12-26",0,0.104360015324243
"7328",341410,"2019-06-10 04:01:34","fraud_Padberg-Welch","grocery_pos",112.37,"M","Acworth","NH",477,"Naval architect","1988-04-15",0,4.72179699791981
"7329",1113609,"2020-04-07 22:14:01","fraud_Kub PLC","personal_care",43.85,"F","Saint Paul","MN",753116,"Fisheries officer","1971-08-06",0,3.78077471881819
"7330",1134615,"2020-04-17 22:13:03","fraud_Reichel, Bradtke and Blanda","travel",3.06,"F","Munith","MI",2523,"Geophysicist/field seismologist","1988-03-21",0,1.11841491596429
"7331",787060,"2019-12-01 14:44:52","fraud_Bogisich-Weimann","kids_pets",28.94,"M","Tallmansville","WV",571,"Accounting technician","1967-09-16",0,3.36522472120334
"7332",565200,"2019-08-28 18:35:27","fraud_Collier LLC","home",85.96,"M","Cokeburg","PA",632,"Dealer","1989-04-08",0,4.45388207177431
"7333",691070,"2019-10-21 16:17:27","fraud_Hirthe-Beier","health_fitness",26.64,"M","Espanola","NM",18408,"Historic buildings inspector/conservation officer","1972-07-18",0,3.28241384567219
"7334",643486,"2019-09-30 16:32:34","fraud_Eichmann-Kilback","home",39.89,"F","Tupper Lake","NY",6120,"Chartered loss adjuster","1976-10-09",0,3.68612566591732
"7335",88126,"2019-02-21 17:17:46","fraud_O'Hara-Wilderman","food_dining",7.05,"M","Glendale","CA",172817,"Advertising account planner","1982-07-30",0,1.95302761682418
"7336",859956,"2019-12-17 06:16:51","fraud_Boyer-Reichert","shopping_net",8.92,"M","Burbank","OK",471,"Sub","1941-03-30",0,2.18829594659192
"7337",837685,"2019-12-12 22:57:27","fraud_Kilback LLC","food_dining",11.8,"M","Reno","NV",276896,"Immunologist","1997-03-12",0,2.46809953147162
"7338",532054,"2019-08-17 08:45:29","fraud_Schaefer, Maggio and Daugherty","gas_transport",60.26,"F","Heart Butte","MT",743,"Water engineer","1972-05-04",0,4.09866853370216
"7339",882195,"2019-12-22 16:23:59","fraud_Jakubowski Inc","home",135.66,"F","Knoxville","TN",391389,"Designer, industrial/product","1994-04-22",0,4.91015175551793
"7340",600194,"2019-09-12 02:38:24","fraud_Bernhard Inc","gas_transport",91.49,"M","Oxford","MI",24840,"Agricultural consultant","1960-01-20",0,4.51622967669144
"7341",28530,"2019-01-17 17:38:33","fraud_Crooks and Sons","personal_care",55.2,"F","Mulberry Grove","IL",1810,"Race relations officer","1974-12-24",0,4.01096295328305
"7342",747449,"2019-11-16 07:24:03","fraud_Morissette LLC","entertainment",161.52,"F","San Angelo","TX",103927,"Drilling engineer","1962-06-27",0,5.08462897400458
"7343",944288,"2020-01-12 15:07:29","fraud_Frami Group","entertainment",100.12,"M","San Antonio","TX",1595797,"Land","1995-10-17",0,4.60636946656357
